Survived,SibSp,Parch,Family_Size,Age*Class,Fare_Per_Person,Pclass_1,Pclass_2,Pclass_3,Sex_female,Embarked_C,Embarked_Q,Embarked_S,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,Title_Master,Title_Miss,Title_Mr,Title_Mrs,travelled_alone_No,Age_Adults,Age_Children,Age_Middle Age,Age_Retired,Age_Senior,Age_Teens,Age_Young Adults,Age_Youngsters,Fare_6,Fare_7,Fare_Extremely High,Fare_Extremely Low,Fare_High,Fare_Low,Fare_Very High,Fare_Very Low
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.6588414716202586,-0.39908069997028656,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,1.636189584199737,-0.4237407200506167,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.3057597707248747,-0.2628720205397746,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.3121332058420472,-0.33557211030396283,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.4327933656785018,2.0089333664952354,1.299429290952638,-1.7180865743064104,-0.2658088339347491,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.21748934550102872,-0.3360355238244626,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.1355923553943552,-0.3312673895291999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.48230062117256667,-0.33964233267076216,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.547919158975891,-0.33964233267076216,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.340131927606843,-0.4736736092984604,0.6792945838081278,1.018296607632815,-0.35425940010050216,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.3057597707248747,-0.30753838396144006,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3.1548090514635256,0.7676298785983874,2.5396987052416584,-1.2767344481871805,-0.37133916608848055,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.04094849505333676,-0.3382465088138351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.4528771460979514,0.5150094483348132,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.1880658704264134,-0.19308082769342225,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,0.0178984550958939,0.30912542943807375,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7176884217694893,0.4350399079237488,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.6588414716202586,-0.2628720205397746,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.5769444815135851,-0.3541812339645143,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.4327933656785018,2.0089333664952354,1.299429290952638,-1.6003926740079493,-0.36232447034582665,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4.0621476133918675,2.0089333664952354,3.779968119530679,-0.9236527472917966,-0.3923346832697581,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.04732193017050923,-0.3541812339645143,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.77653537191872,1.6773231405888203,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.5705710463964127,0.6091689340753977,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2.2474704895351842,2.0089333664952354,2.5396987052416584,-1.5415457238587185,-0.4261834118002391,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-1.041346647590258,0.21787204896761117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.4327933656785018,0.7676298785983874,0.6792945838081278,0.1355923553943552,-0.4141253547748653,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.1880658704264134,-0.2628720205397746,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.21748934550102872,-0.32824403505509586,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3.1548090514635256,2.0089333664952354,3.1598334123861687,-0.3940301959487207,-0.5243895903054634,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1.340131927606843,-0.4736736092984604,0.6792945838081278,0.40040363106589316,-0.47538620275691745,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.01152501997872143,-0.2628720205397746,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4.0621476133918675,2.0089333664952354,3.779968119530679,-0.48230062117256667,-0.3923346832697581,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.6588414716202586,1.4958660391883043,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.40040363106589316,-0.3542398585665052,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.9300261824089691,1.0211686786291265,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.3121332058420472,-0.34243398038461625,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.371378308528199,-0.33557211030396283,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.48230062117256667,-0.3312673895291999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,-0.47454519624983954,2.0089333664952354,0.6792945838081278,-1.8946274247541024,-0.2861357514885587,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.7534853319612771,-0.20773697819115625,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.04732193017050923,-0.30474673624758597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.6652149067374311,-0.2907884976783155,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.48230062117256667,-0.3385954647780669,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-1.0707701226648731,0.7588710427308236,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8942292722171813,-0.2628720205397746,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2.2474704895351842,-0.4736736092984604,1.299429290952638,1.018296607632815,-0.44537598983298593,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.4327933656785018,3.250236854392083,1.9195639980971482,-0.48230062117256667,-0.3640692501669855,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.9300261824089691,-0.3312673895291999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.2474704895351842,2.0089333664952354,2.5396987052416584,-1.21788749803795,0.6676772174115899,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.2238627806182012,-0.3312673895291999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.6652149067374311,-0.3312673895291999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.12921892027718274,-0.33673343575292625,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.5411475713217974,0.2979002139806664,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0.4327933656785018,2.0089333664952354,1.299429290952638,0.40040363106589316,-0.4123996512130844,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,3.3133276634528106,-0.35360057124003264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.812730434647429,-0.3312673895291999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.19443930554358588,0.4114281515599709,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.47454519624983954,0.7676298785983874,0.059159876663617696,-1.21788749803795,0.32837523624895465,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,-0.47454519624983954,0.7676298785983874,0.059159876663617696,0.10616888031973988,-0.23495554340123365,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.10616888031973988,-0.19308082769342225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.5769444815135851,-0.33557211030396283,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.3940301959487207,-0.33557211030396283,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,-0.47454519624983954,0.7676298785983874,0.059159876663617696,-1.2767344481871805,0.5228023329280368,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.018296607632815,-0.31440025404209343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.340131927606843,-0.4736736092984604,0.6792945838081278,1.371378308528199,-0.48224900338680876,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.5769444815135851,-0.33557211030396283,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.04094849505333676,-0.34243398038461625,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.2238627806182012,-0.33894442074229864,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
